ID,Nom du producteur,Pays,Continent,Région / Ville,Type de producteur,Produits principaux,Bio,Équitable,Certification,Site internet,Email,Téléphone,WhatsApp,LinkedIn,Instagram,Facebook,Contact / Responsable,Adresse,Source,Notes
ETH-03416,Bac Ha Organic Agricultural Cooperative,Vietnam,Asie,Bac Ha,Coopérative / organisation de petits producteurs,Thé,À vérifier,Oui,Fairtrade International / FLOCERT — Producer - Small Producer Organisation,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,"Village 2, Ban Lien Commune, Bac Ha District, Lao Cai Province, Bac Ha, Vietnam",Fairtrade Finder / FLOCERT (API officielle assurance-ix) — https://www.fairtrade.net/en/fairtrade-finder.html,FLO-ID 6152 — statut certification : Certified — organisme : FLOCERT
ETH-03417,VAN CHAN BIO FARMER COOPERATIVE (CLB Nông Dân SP Huu Co Van Chân),Vietnam,Asie,Hanoi,Coopérative / organisation de petits producteurs,"Herbes, infusions & épices, Thé",À vérifier,Oui,Fairtrade International / FLOCERT — Producer - Small Producer Organisation,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,"Khu Pho 2, Xa Dong Khe Village, Van Chan District, Yen Bai Province, Viet Nam, Công ty TNHH Vì Vang (Vi Vang Company - VVC) Phòng 203-K11A, tâp thê Bách Khoa, phô Nguyên Hièn, ph òng Bách Khoa, quân Hai Bà Trung, Hà Nôi, Viêt Nam, Hanoi, Vietnam",Fairtrade Finder / FLOCERT (API officielle assurance-ix) — https://www.fairtrade.net/en/fairtrade-finder.html,FLO-ID 4435 — statut certification : Certified — organisme : FLOCERT
ETH-03418,Kaleya Smallholders Farmers' Association (Kasfa),Zambie,Afrique,Mazabuka,Coopérative / organisation de petits producteurs,Sucre de canne,À vérifier,Oui,Fairtrade International / FLOCERT — Producer - Small Producer Organisation,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,"P.O. Box 670519, 670, Mazabuka, Zambia",Fairtrade Finder / FLOCERT (API officielle assurance-ix) — https://www.fairtrade.net/en/fairtrade-finder.html,FLO-ID 4366 — statut certification : Certified — organisme : FLOCERT
ETH-03419,Fairtrade Support Network Zimbabwe,Zimbabwe,Afrique,Harare,Coopérative / organisation de petits producteurs,"Herbes, infusions & épices",À vérifier,Oui,Fairtrade International / FLOCERT — Producer - Small Producer Organisation,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,"25 Garlands Road, Mount Pleasant, Harare, Zimbabwe",Fairtrade Finder / FLOCERT (API officielle assurance-ix) — https://www.fairtrade.net/en/fairtrade-finder.html,FLO-ID 30153 — statut certification : Certified — organisme : FLOCERT
ETH-03420,Al Smoat Al Zrkaa Association houch Issa (Blue Skies جمعيه السماوات الزرقاء لتنميه المجتمع),Égypte,Afrique,El Bahira,Coopérative / organisation de petits producteurs,Fruits frais,À vérifier,Oui,Fairtrade International / FLOCERT — Producer - Small Producer Organisation,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,"Hosh Issa - 22728, El Bahira, Egypt",Fairtrade Finder / FLOCERT (API officielle assurance-ix) — https://www.fairtrade.net/en/fairtrade-finder.html,FLO-ID 28250 — statut certification : Certified — organisme : FLOCERT
ETH-03421,Daltex for Agricultural Development,Égypte,Afrique,Sheikh Zayed City,Plantation / exploitation (main-d'œuvre salariée),"Fruits frais, Légumes",À vérifier,Oui,Fairtrade International / FLOCERT — Producer - Hired Labour,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,"Floor 3, The Gate Plaza Mall, 12588, Sheikh Zayed City, Egypt",Fairtrade Finder / FLOCERT (API officielle assurance-ix) — https://www.fairtrade.net/en/fairtrade-finder.html,FLO-ID 20052 — statut certification : Certified — organisme : FLOCERT
ETH-03422,El Badari Al Smoat Al Zrkaa Association,Égypte,Afrique,El Badari,Coopérative / organisation de petits producteurs,Fruits frais,À vérifier,Oui,Fairtrade International / FLOCERT — Producer - Small Producer Organisation,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,"El Dwawin St - El Badari, 71727, El Badari, Egypt",Fairtrade Finder / FLOCERT (API officielle assurance-ix) — https://www.fairtrade.net/en/fairtrade-finder.html,FLO-ID 32741 — statut certification : Certified — organisme : FLOCERT
ETH-03423,El-Bostania for Agricultural Development Company - Blue Nile (K70),Égypte,Afrique,Cairo,Plantation / exploitation (main-d'œuvre salariée),Fruits frais,À vérifier,Oui,Fairtrade International / FLOCERT — Producer - Hired Labour,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,"K70 Farm and Packhouse, Cairo-Alexandria Desert Road, Cairo, Egypt",Fairtrade Finder / FLOCERT (API officielle assurance-ix) — https://www.fairtrade.net/en/fairtrade-finder.html,FLO-ID 34836 — statut certification : Certified — organisme : FLOCERT
ETH-03424,Fresh All Green,Égypte,Afrique,Badr City,Plantation / exploitation (main-d'œuvre salariée),Fruits frais,À vérifier,Oui,Fairtrade International / FLOCERT — Producer - Hired Labour,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,"Markaz badr - Tadreeb Algesh, Badr City, Egypt",Fairtrade Finder / FLOCERT (API officielle assurance-ix) — https://www.fairtrade.net/en/fairtrade-finder.html,FLO-ID 51145 — statut certification : Certified — organisme : FLOCERT
ETH-03425,Fruitella,Égypte,Afrique,Cairo,Plantation / exploitation (main-d'œuvre salariée),Fruits frais,À vérifier,Oui,Fairtrade International / FLOCERT — Producer - Hired Labour,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,"Building No 5 Group No. 53-Stage 3 Apartment No. 12, El Rehab, Cairo, Egypt",Fairtrade Finder / FLOCERT (API officielle assurance-ix) — https://www.fairtrade.net/en/fairtrade-finder.html,FLO-ID 50946 — statut certification : Certified — organisme : FLOCERT
ETH-03426,Magrabi Agriculture,Égypte,Afrique,Cairo,Plantation / exploitation (main-d'œuvre salariée),"Fruits frais, Fruit juices, Légumes",À vérifier,Oui,Fairtrade International / FLOCERT — Producer - Hired Labour,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,"13 Abdel Khalek Tharwat St., 11599, Cairo, Egypt",Fairtrade Finder / FLOCERT (API officielle assurance-ix) — https://www.fairtrade.net/en/fairtrade-finder.html,FLO-ID 3656 — statut certification : Certified — organisme : FLOCERT
ETH-03427,Pure Hand for Import and Export,Égypte,Afrique,El Beheira,Plantation / exploitation (main-d'œuvre salariée),Fruits frais,À vérifier,Oui,Fairtrade International / FLOCERT — Producer - Hired Labour,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,"Olad Abboud farm, Eldebaah-el entlak Road, Markaz badr, El Beheira, Egypt",Fairtrade Finder / FLOCERT (API officielle assurance-ix) — https://www.fairtrade.net/en/fairtrade-finder.html,FLO-ID 50821 — statut certification : Certified — organisme : FLOCERT
ETH-03428,AgroFood Company - Sherouk Farm,Égypte,Afrique,Mohandseen,Plantation / exploitation (main-d'œuvre salariée),Légumes,À vérifier,Oui,Fairtrade International / FLOCERT — Producer - Hired Labour,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,"44 Lebanon Street, Mohandseen, Egypt",Fairtrade Finder / FLOCERT (API officielle assurance-ix) — https://www.fairtrade.net/en/fairtrade-finder.html,FLO-ID 49474 — statut certification : Certified — organisme : FLOCERT
ETH-03429,Association of Safe Agriculture for Community Development in Sakran,Égypte,Afrique,El Fayoum,Coopérative / organisation de petits producteurs,"Herbes, infusions & épices, Oléagineux & fruits oléagineux",À vérifier,Oui,Fairtrade International / FLOCERT — Producer - Small Producer Organisation,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,"El Sheikh Street, Sakran, 63611, El Fayoum, Egypt",Fairtrade Finder / FLOCERT (API officielle assurance-ix) — https://www.fairtrade.net/en/fairtrade-finder.html,FLO-ID 45955 — statut certification : Certified — organisme : FLOCERT
ETH-03430,Bahria Oasis,Égypte,Afrique,Bawiti,Coopérative / organisation de petits producteurs,"Coton, Fruits frais, Herbes, infusions & épices, Oléagineux & fruits oléagineux",À vérifier,Oui,Fairtrade International / FLOCERT — Producer - Small Producer Organisation,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,"Mandisha, Bahria, Bawiti, Egypt",Fairtrade Finder / FLOCERT (API officielle assurance-ix) — https://www.fairtrade.net/en/fairtrade-finder.html,FLO-ID 36610 — statut certification : Certified — organisme : FLOCERT
ETH-03431,"Egyptian Herbs Growers, Development Society at Fayoum (جمعية تنمية مزارعى الأعشاب المصرية بالفيوم)",Égypte,Afrique,El Fayoum,Coopérative / organisation de petits producteurs,"Fruits frais, Herbes, infusions & épices, Oléagineux & fruits oléagineux, Légumes",À vérifier,Oui,Fairtrade International / FLOCERT — Producer - Small Producer Organisation,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,"Sakaran, Tallat, El Fayoum, Egypt",Fairtrade Finder / FLOCERT (API officielle assurance-ix) — https://www.fairtrade.net/en/fairtrade-finder.html,FLO-ID 41085 — statut certification : Certified — organisme : FLOCERT
ETH-03432,El-Soadaa for Investment and Agricultural Development,Égypte,Afrique,Cairo,Plantation / exploitation (main-d'œuvre salariée),"Herbes, infusions & épices",À vérifier,Oui,Fairtrade International / FLOCERT — Producer - Hired Labour ; Trader,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,"11 st, Plot 310 No 4 New Madi City Basatin, 11865, Cairo, Egypt",Fairtrade Finder / FLOCERT (API officielle assurance-ix) — https://www.fairtrade.net/en/fairtrade-finder.html,FLO-ID 50662 — statut certification : Certified — organisme : FLOCERT
ETH-03433,Farmers Development Association (FDA),Égypte,Afrique,Cairo Governorate,Coopérative / organisation de petits producteurs,"Coton, Fruits frais, Herbes, infusions & épices, Oléagineux & fruits oléagineux",À vérifier,Oui,Fairtrade International / FLOCERT — Producer - Small Producer Organisation,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,"3 Cairo - Belbeis Desert Rd, El-Nahda, Second Al Salam,, 11785, Cairo Governorate, Egypt",Fairtrade Finder / FLOCERT (API officielle assurance-ix) — https://www.fairtrade.net/en/fairtrade-finder.html,FLO-ID 2577 — statut certification : Certified — organisme : FLOCERT
ETH-03434,Misr El-Benaa for Development (جمعية مصر البناء و التنمية),Égypte,Afrique,El-Fayoum,Coopérative / organisation de petits producteurs,"Fruits frais, Herbes, infusions & épices, Oléagineux & fruits oléagineux",À vérifier,Oui,Fairtrade International / FLOCERT — Producer - Small Producer Organisation,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,"Kom Osheam, Industrial Zone, 1st Stage, 63711, El-Fayoum, Egypt",Fairtrade Finder / FLOCERT (API officielle assurance-ix) — https://www.fairtrade.net/en/fairtrade-finder.html,FLO-ID 27634 — statut certification : Certified — organisme : FLOCERT
ETH-03435,"Ottoman for Trading & Manufacturing, Royal Herbs S.A.E (Royal Otoman)",Égypte,Afrique,Giza,Plantation / exploitation (main-d'œuvre salariée),"Herbes, infusions & épices",À vérifier,Oui,Fairtrade International / FLOCERT — Producer - Hired Labour ; Trader,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,"Mahager Bani Youssef Road, Zawyet Abou Musalam, Shabramant, Giza, Egypt",Fairtrade Finder / FLOCERT (API officielle assurance-ix) — https://www.fairtrade.net/en/fairtrade-finder.html,FLO-ID 4537 — statut certification : Certified — organisme : FLOCERT
ETH-03436,Sakaran Society Development Association (El Abrar Association of small organic cultivators),Égypte,Afrique,Sakaran,Coopérative / organisation de petits producteurs,"Herbes, infusions & épices, Oléagineux & fruits oléagineux, Légumes",À vérifier,Oui,Fairtrade International / FLOCERT — Producer - Small Producer Organisation,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,"Manshia, Sakaran, منشية سكران, الفيوم, مصر, Sakaran, Egypt",Fairtrade Finder / FLOCERT (API officielle assurance-ix) — https://www.fairtrade.net/en/fairtrade-finder.html,FLO-ID 20266 — statut certification : Certified — organisme : FLOCERT
ETH-03437,Sangaa Small Producers Society for Organic Agricultural Development (جمعية تنمية صغارالمزارعين لتنمية الزراعات الحيوية السنجق),Égypte,Afrique,Abshoway,Coopérative / organisation de petits producteurs,"Herbes, infusions & épices",À vérifier,Oui,Fairtrade International / FLOCERT — Producer - Small Producer Organisation,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,"Sangaa-Abshoway-Fayoum, Abshoway, Egypt",Fairtrade Finder / FLOCERT (API officielle assurance-ix) — https://www.fairtrade.net/en/fairtrade-finder.html,FLO-ID 36528 — statut certification : Certified — organisme : FLOCERT
ETH-03438,Sekem for Land Reclamation (Libra Cultivation),Égypte,Afrique,Belbies,Plantation / exploitation (main-d'œuvre salariée),"Fruits frais, Herbes, infusions & épices, Légumes",À vérifier,Oui,Fairtrade International / FLOCERT — Producer - Hired Labour,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,"Ard Elkatiba, Elkatibe Post Office East, Belbies, Egypt",Fairtrade Finder / FLOCERT (API officielle assurance-ix) — https://www.fairtrade.net/en/fairtrade-finder.html,FLO-ID 2961 — statut certification : Certified — organisme : FLOCERT
ETH-03439,Tobhar Small Growers Society (جمعيه صغار المزارعين بطبهار),Égypte,Afrique,El Fayoum,Coopérative / organisation de petits producteurs,"Herbes, infusions & épices, Oléagineux & fruits oléagineux",À vérifier,Oui,Fairtrade International / FLOCERT — Producer - Small Producer Organisation,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,"Ezbet El Shikh, Tobhar, Abshway City, El Fayoum, Egypt",Fairtrade Finder / FLOCERT (API officielle assurance-ix) — https://www.fairtrade.net/en/fairtrade-finder.html,FLO-ID 25995 — statut certification : Certified — organisme : FLOCERT
ETH-03440,"""Asociación de Trabajadores Agrícolas Autónomos """"Santa Lucía Corotu""""""",Équateur,Amérique latine & Caraïbes,Santa Lucia,Coopérative / organisation de petits producteurs,Cacao,À vérifier,Oui,Fairtrade International / FLOCERT — Producer - Small Producer Organisation,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,"Rcto, Santa Lucía, Santa Lucia, Ecuador",Fairtrade Finder / FLOCERT (API officielle assurance-ix) — https://www.fairtrade.net/en/fairtrade-finder.html,FLO-ID 38413 — statut certification : Certified — organisme : FLOCERT
ETH-03441,ASOCIACION DE PRODUCTORES AGROPECUARIOS CHACARITA (APACHA),Équateur,Amérique latine & Caraïbes,Ventanas,Coopérative / organisation de petits producteurs,Cacao,À vérifier,Oui,Fairtrade International / FLOCERT — Producer - Small Producer Organisation,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,"Calle Fermin Chavez, Ventanas, Ecuador",Fairtrade Finder / FLOCERT (API officielle assurance-ix) — https://www.fairtrade.net/en/fairtrade-finder.html,FLO-ID 50515 — statut certification : Certified — organisme : FLOCERT
ETH-03442,ASOCIACIÓN DE PRODUCCIÓN AGROPECUARIA LUIS MARIA PINTO (ASOPROALUMAPIN),Équateur,Amérique latine & Caraïbes,El Carmen,Coopérative / organisation de petits producteurs,Cacao,À vérifier,Oui,Fairtrade International / FLOCERT — Producer - Small Producer Organisation,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,"PARROQUIA LUIS MARIA PINTO, 130401, El Carmen, Ecuador",Fairtrade Finder / FLOCERT (API officielle assurance-ix) — https://www.fairtrade.net/en/fairtrade-finder.html,FLO-ID 50455 — statut certification : Certified — organisme : FLOCERT
ETH-03443,Asociacion de Productores Agricolas 6 de Marzo,Équateur,Amérique latine & Caraïbes,Las Naves,Coopérative / organisation de petits producteurs,Cacao,À vérifier,Oui,Fairtrade International / FLOCERT — Producer - Small Producer Organisation,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,"Recinto San Pedro de Cumanda, Las Naves, Ecuador",Fairtrade Finder / FLOCERT (API officielle assurance-ix) — https://www.fairtrade.net/en/fairtrade-finder.html,FLO-ID 41248 — statut certification : Certified — organisme : FLOCERT
ETH-03444,"Asociación Agro Artesanal de Producción de Bienes Agrícolas, Pecuarios y Piscicolas de Napo Kalllari",Équateur,Amérique latine & Caraïbes,Tena,Coopérative / organisation de petits producteurs,Cacao,À vérifier,Oui,Fairtrade International / FLOCERT — Producer - Small Producer Organisation,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,"Huachiyacu y Sin nombre Barrio San Jorge, 150101, Tena, Ecuador",Fairtrade Finder / FLOCERT (API officielle assurance-ix) — https://www.fairtrade.net/en/fairtrade-finder.html,FLO-ID 44597 — statut certification : Certified — organisme : FLOCERT
ETH-03445,Asociación de Pequeños Trabajadores Agrícolas Nueva Lechugal,Équateur,Amérique latine & Caraïbes,Las Palmas,Coopérative / organisation de petits producteurs,Cacao,À vérifier,Oui,Fairtrade International / FLOCERT — Producer - Small Producer Organisation,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,"Recinto Las Palmas, Las Palmas, Ecuador",Fairtrade Finder / FLOCERT (API officielle assurance-ix) — https://www.fairtrade.net/en/fairtrade-finder.html,FLO-ID 37741 — statut certification : Certified — organisme : FLOCERT
ETH-03446,Asociación de Produccion Agropecuaria el Paraíso 2 de Agosto (ASOPARAISO),Équateur,Amérique latine & Caraïbes,Quinsaloma,Coopérative / organisation de petits producteurs,Cacao,À vérifier,Oui,Fairtrade International / FLOCERT — Producer - Small Producer Organisation,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,"2.3 kilómetros, de la cabecera cantonal, Recinto El Paraiso, Quinsaloma, Ecuador",Fairtrade Finder / FLOCERT (API officielle assurance-ix) — https://www.fairtrade.net/en/fairtrade-finder.html,FLO-ID 41147 — statut certification : Certified — organisme : FLOCERT
ETH-03447,Asociación de Producción Agropecuaria Cacao Aroma (ASOCAROMA),Équateur,Amérique latine & Caraïbes,Quevedo,Coopérative / organisation de petits producteurs,Cacao,À vérifier,Oui,Fairtrade International / FLOCERT — Producer - Small Producer Organisation,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,"Parroquia San Carlos Av. 2 de Julio Nro 102, Quevedo, Ecuador",Fairtrade Finder / FLOCERT (API officielle assurance-ix) — https://www.fairtrade.net/en/fairtrade-finder.html,FLO-ID 40724 — statut certification : Certified — organisme : FLOCERT
ETH-03448,Asociación de Producción Agropecuaria Dos de Agosto (ASOPRODOAGO),Équateur,Amérique latine & Caraïbes,Mocache,Coopérative / organisation de petits producteurs,Cacao,À vérifier,Oui,Fairtrade International / FLOCERT — Producer - Small Producer Organisation,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,"Canton Mocache, Recinto Mango Azul, Mocache, Ecuador",Fairtrade Finder / FLOCERT (API officielle assurance-ix) — https://www.fairtrade.net/en/fairtrade-finder.html,FLO-ID 41353 — statut certification : Certified — organisme : FLOCERT
ETH-03449,Asociación de Producción Agropecuaria Mujeres en Acción (ASOPROMUJA),Équateur,Amérique latine & Caraïbes,Recinto Garzas Grandes,Coopérative / organisation de petits producteurs,Cacao,À vérifier,Oui,Fairtrade International / FLOCERT — Producer - Small Producer Organisation,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,"Recinto Garzas Grandes, Ecuador",Fairtrade Finder / FLOCERT (API officielle assurance-ix) — https://www.fairtrade.net/en/fairtrade-finder.html,FLO-ID 37764 — statut certification : Certified — organisme : FLOCERT
ETH-03450,Asociación de Producción Agropecuaria Venezia (ASOPROAGROVENEZ),Équateur,Amérique latine & Caraïbes,Quevedo,Coopérative / organisation de petits producteurs,Cacao,À vérifier,Oui,Fairtrade International / FLOCERT — Producer - Small Producer Organisation,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,"Av Panamericana, Km 40 Pico de Pato, Quevedo, Ecuador",Fairtrade Finder / FLOCERT (API officielle assurance-ix) — https://www.fairtrade.net/en/fairtrade-finder.html,FLO-ID 41239 — statut certification : Certified — organisme : FLOCERT
ETH-03451,Asociación de Producción Agrícola 16 de Agosto (ASOPROADAG),Équateur,Amérique latine & Caraïbes,Balao,Coopérative / organisation de petits producteurs,"Banane, Cacao",À vérifier,Oui,Fairtrade International / FLOCERT — Producer - Small Producer Organisation,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,"Recinto Libertad, 091208, Balao, Ecuador",Fairtrade Finder / FLOCERT (API officielle assurance-ix) — https://www.fairtrade.net/en/fairtrade-finder.html,FLO-ID 41750 — statut certification : Certified — organisme : FLOCERT
ETH-03452,Asociación de Producción Agrícola Nueva Urdaneta (ASOPRONUR),Équateur,Amérique latine & Caraïbes,Caluma,Coopérative / organisation de petits producteurs,Cacao,À vérifier,Oui,Fairtrade International / FLOCERT — Producer - Small Producer Organisation,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,"Vía Caluma s/n calle pública, Caluma, Ecuador",Fairtrade Finder / FLOCERT (API officielle assurance-ix) — https://www.fairtrade.net/en/fairtrade-finder.html,FLO-ID 35576 — statut certification : Certified — organisme : FLOCERT
ETH-03453,Asociación de Producción Agrícola Productores Zona Norte Zon (ASOPROAGRIZON),Équateur,Amérique latine & Caraïbes,Ventanas,Coopérative / organisation de petits producteurs,Cacao,À vérifier,Oui,Fairtrade International / FLOCERT — Producer - Small Producer Organisation,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,"Via Pueblo Viejo, Ventanas Km1, Ventanas, Ecuador",Fairtrade Finder / FLOCERT (API officielle assurance-ix) — https://www.fairtrade.net/en/fairtrade-finder.html,FLO-ID 36896 — statut certification : Certified — organisme : FLOCERT
ETH-03454,Asociación de Productores Agrícolas Aromática Los Ríos (ASOAROMATIC),Équateur,Amérique latine & Caraïbes,Ventanas,Coopérative / organisation de petits producteurs,Cacao,À vérifier,Oui,Fairtrade International / FLOCERT — Producer - Small Producer Organisation,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,"CDALA 5 De Agosto km 1 vía Pueblo viejo, 120750, Ventanas, Ecuador",Fairtrade Finder / FLOCERT (API officielle assurance-ix) — https://www.fairtrade.net/en/fairtrade-finder.html,FLO-ID 40762 — statut certification : Certified — organisme : FLOCERT
ETH-03455,Corporación Fortaleza del Valle,Équateur,Amérique latine & Caraïbes,Calceta,Coopérative / organisation de petits producteurs,Cacao,À vérifier,Oui,Fairtrade International / FLOCERT — Producer - Small Producer Organisation,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,"El Bejucal, Km 1.5 Via Calceta - Canuto, Calceta, Ecuador",Fairtrade Finder / FLOCERT (API officielle assurance-ix) — https://www.fairtrade.net/en/fairtrade-finder.html,FLO-ID 5230 — statut certification : Certified — organisme : FLOCERT
ETH-03456,ASOCIACION DE PRODUCCION AGRICOLA COLINES (ASOPROACOLI),Équateur,Amérique latine & Caraïbes,Machala,Coopérative / organisation de petits producteurs,Banane,À vérifier,Oui,Fairtrade International / FLOCERT — Producer - Small Producer Organisation,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,"Av. Doctor Pedro Maridueña Villena y calle 19 ava Oeste, Referencia: Edificio esquinero blanco con rejas negras, ubicado cerca de una cancha., Machala, Ecuador",Fairtrade Finder / FLOCERT (API officielle assurance-ix) — https://www.fairtrade.net/en/fairtrade-finder.html,FLO-ID 48106 — statut certification : Certified — organisme : FLOCERT
ETH-03457,Agrícola SUMAK CIA LTDA,Équateur,Amérique latine & Caraïbes,Buena Fe,Plantation / exploitation (main-d'œuvre salariée),Banane,À vérifier,Oui,Fairtrade International / FLOCERT — Producer - Hired Labour,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,"Km 52 Via Santo Domingo Quevedo Rcto Los Angeles, Buena Fe, Ecuador",Fairtrade Finder / FLOCERT (API officielle assurance-ix) — https://www.fairtrade.net/en/fairtrade-finder.html,FLO-ID 46965 — statut certification : Certified — organisme : FLOCERT
ETH-03458,Asociacion Agropecuaria Las Guayas,Équateur,Amérique latine & Caraïbes,Machala,Coopérative / organisation de petits producteurs,Banane,À vérifier,Oui,Fairtrade International / FLOCERT — Producer - Small Producer Organisation,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,"Detras del colegio militar sitio hacienda las Guayas, 070151, Machala, Ecuador",Fairtrade Finder / FLOCERT (API officielle assurance-ix) — https://www.fairtrade.net/en/fairtrade-finder.html,FLO-ID 39962 — statut certification : Certified — organisme : FLOCERT
ETH-03459,Asociación Agraria Bananera Fincas de El Oro (AAB Fincas El Oro),Équateur,Amérique latine & Caraïbes,Machala,Coopérative / organisation de petits producteurs,Banane,À vérifier,Oui,Fairtrade International / FLOCERT — Producer - Small Producer Organisation,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,"Av. Principal 3 y Av de las Americas, barrio La Florida Sector 5., Machala, Ecuador",Fairtrade Finder / FLOCERT (API officielle assurance-ix) — https://www.fairtrade.net/en/fairtrade-finder.html,FLO-ID 28979 — statut certification : Certified — organisme : FLOCERT
ETH-03460,Asociación Agroartesanal de Banano Orito Unión Carchense (ASOAGCAR),Équateur,Amérique latine & Caraïbes,Santo Domingo de los Tsáchilas,Coopérative / organisation de petits producteurs,Banane,À vérifier,Oui,Fairtrade International / FLOCERT — Producer - Small Producer Organisation,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,"Via Aventura km 11 Margen Derecho Recinto Unión Carchense, Santo Domingo de los Tsáchilas, Ecuador",Fairtrade Finder / FLOCERT (API officielle assurance-ix) — https://www.fairtrade.net/en/fairtrade-finder.html,FLO-ID 29558 — statut certification : Certified — organisme : FLOCERT
